question_id,set,difficulty,time_limit_ms,mode,instruction_en,instruction_hi,option_1,option_2,option_3,correct_positions,category,trap,twist_eligible,points
Q016747,pool,2,3200,go,TAP CUBE,CUBE पर टैप करें,BUFFALO,TIGER,CUBE,3,mixed,,no,12
Q016748,pool,5,1700,except,TAP BOTH EXCEPT RICE,RICE छोड़कर बाकी दोनों पर टैप करें,TABLA,FRIDAY,RICE,"1,2",mixed,,no,26
Q016749,pool,3,2600,go,TAP FOOT,FOOT पर टैप करें,FOOT,STONE,FLUTE,1,mixed,,yes,13
Q016750,pool,4,2100,rule,TAP THE CITY,शहर पर टैप करें,HAIR,HOSPITAL,NAGPUR,3,city,,yes,18
Q016751,pool,2,3200,go,TAP DUSSEHRA,DUSSEHRA पर टैप करें,CLOCK,PUNE,DUSSEHRA,3,mixed,,no,12
Q016752,pool,5,1700,hold,DON'T TAP IF YOU SEE APPLE,अगर APPLE दिखे तो टैप न करें,GRAPES,FROST,DOSA,"1,2,3",mixed,,no,26
Q016753,pool,2,3200,except,TAP BOTH EXCEPT UPMA,UPMA छोड़कर बाकी दोनों पर टैप करें,FOREST,UPMA,DOCTOR,"1,3",mixed,,no,17
Q016754,pool,3,2600,rule,TAP THE BIGGEST NUMBER,सबसे बड़ी संख्या पर टैप करें,55,22,10,1,biggest,,no,16
Q016755,pool,1,4000,except,TAP BOTH EXCEPT RICE,RICE छोड़कर बाकी दोनों पर टैप करें,ELEPHANT,FRIDAY,RICE,"1,2",mixed,,no,15
Q016756,pool,2,3200,go,TAP TEACHER,TEACHER पर टैप करें,TEACHER,BAT,COW,1,mixed,,no,12
Q016757,pool,2,3200,hold,DON'T TAP IF YOU SEE RICE,अगर RICE दिखे तो टैप न करें,KOCHI,GRAPES,PENCIL,"1,2,3",mixed,,no,17
Q016758,pool,3,2600,go,TAP 9,9 पर टैप करें,88,NINE,9,3,mixed,digit_word,yes,13
Q016759,pool,4,2100,go,TAP 6,6 पर टैप करें,SIX,6,60,2,mixed,digit_word,yes,15
Q016760,pool,4,2100,go,TAP COOK,COOK पर टैप करें,BENGALURU,CAMEL,COOK,3,mixed,,yes,15
Q016761,pool,5,1700,except,TAP BOTH EXCEPT CUBE,CUBE छोड़कर बाकी दोनों पर टैप करें,BENCH,CUBE,SHOP,"1,3",mixed,,no,26
Q016762,pool,1,4000,rule,TAP THE CITY,शहर पर टैप करें,GREEN,PATNA,SUNNY,2,city,,no,12
Q016763,pool,1,4000,go,TAP UGADI,UGADI पर टैप करें,UGADI,TRIANGLE,WINDOW,1,mixed,,no,10
Q016764,pool,2,3200,except,TAP BOTH EXCEPT GUAVA,GUAVA छोड़कर बाकी दोनों पर टैप करें,BELL,BAISAKHI,GUAVA,"1,2",mixed,,no,17
Q016765,pool,3,2600,rule,TAP THE COLOUR,रंग पर टैप करें,PINK,ELEPHANT,STONE,1,colour,,no,16
Q016766,pool,4,2100,except,TAP BOTH EXCEPT CHUTNEY,CHUTNEY छोड़कर बाकी दोनों पर टैप करें,OFFICE,SUNDAY,CHUTNEY,"1,2",mixed,,no,23
Q016767,pool,3,2600,hold,DON'T TAP IF YOU SEE BARBER,अगर BARBER दिखे तो टैप न करें,BAISAKHI,SHIRT,KOLKATA,"1,2,3",mixed,,no,20
Q016768,pool,5,1700,rule,TAP THE COLOUR,रंग पर टैप करें,YELLOW,BARBER,ARROW,1,colour,,yes,21
Q016769,pool,2,3200,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,43,54,85,2,even,,no,14
Q016770,pool,1,4000,rule,TAP THE FRUIT,फल पर टैप करें,HAIL,MANGO,DAL,2,fruit,,no,12
Q016771,pool,4,2100,rule,TAP THE COLOUR,रंग पर टैप करें,POTTER,GREY,OVAL,2,colour,,yes,18
Q016772,pool,3,2600,go,TAP DIWALI,DIWALI पर टैप करें,DIWALI,BREEZE,CAMEL,1,mixed,,yes,13
Q016773,pool,3,2600,hold,DON'T TAP IF YOU SEE HAIR,अगर HAIR दिखे तो टैप न करें,COOK,CIRCLE,HAIR,,mixed,no_go,no,20
Q016774,pool,5,1700,go,TAP BRIDGE,BRIDGE पर टैप करें,BRIDGE,EVENING,LUCKNOW,1,mixed,,yes,18
Q016775,pool,3,2600,rule,TAP THE CITY,शहर पर टैप करें,DELHI,DUSSEHRA,SUN,1,city,,no,16
Q016776,pool,4,2100,except,TAP BOTH EXCEPT STAR,STAR छोड़कर बाकी दोनों पर टैप करें,HEART,TURBAN,STAR,"1,2",mixed,,no,23
Q016777,pool,3,2600,hold,DON'T TAP IF YOU SEE DEW,अगर DEW दिखे तो टैप न करें,DEW,GARDEN,RULER,,mixed,no_go,no,20
Q016778,pool,4,2100,rule,TAP THE ANIMAL,जानवर पर टैप करें,HOLI,VEENA,MOUSE,3,animal,,yes,18
Q016779,pool,2,3200,rule,TAP THE CITY,शहर पर टैप करें,THUNDER,KOLKATA,CATCH,2,city,,no,14
Q016780,pool,4,2100,rule,TAP THE FRUIT,फल पर टैप करें,GRAPES,GREEN,FLOWER,1,fruit,,yes,18
Q016781,pool,1,4000,hold,DON'T TAP IF YOU SEE WEAVER,अगर WEAVER दिखे तो टैप न करें,CAMEL,BENGALURU,LION,"1,2,3",mixed,,no,15
Q016782,pool,5,1700,hold,DON'T TAP IF YOU SEE SUN,अगर SUN दिखे तो टैप न करें,CYCLE,HAIR,SUN,,mixed,no_go,no,26
Q016783,pool,1,4000,hold,DON'T TAP IF YOU SEE TABLA,अगर TABLA दिखे तो टैप न करें,UGADI,SOCKS,WHITE,"1,2,3",mixed,,no,15
Q016784,pool,3,2600,rule,TAP THE FRUIT,फल पर टैप करें,BENCH,LEHENGA,PAPAYA,3,fruit,,no,16
Q016785,pool,1,4000,go,TAP VEENA,VEENA पर टैप करें,KURTA,WHISTLE,VEENA,3,mixed,,no,10
Q016786,pool,1,4000,hold,DON'T TAP IF YOU SEE LUCKNOW,अगर LUCKNOW दिखे तो टैप न करें,CUBE,SNAKE,MORNING,"1,2,3",mixed,,no,15
Q016787,pool,3,2600,except,TAP BOTH EXCEPT CAT,CAT छोड़कर बाकी दोनों पर टैप करें,CAT,CHUTNEY,CYCLE,"2,3",mixed,,no,20
Q016788,pool,5,1700,go,TAP ONE,ONE पर टैप करें,47,ONE,1,2,mixed,digit_word,yes,18
Q016789,pool,5,1700,except,TAP BOTH EXCEPT PAPAYA,PAPAYA छोड़कर बाकी दोनों पर टैप करें,PICKLE,IDLI,PAPAYA,"1,2",mixed,,no,26
Q016790,pool,2,3200,go,TAP 75,75 पर टैप करें,22,81,75,3,mixed,,no,12
Q016791,pool,4,2100,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,LEFT,RIGHT,MIDDLE,1,position,,yes,18
Q016792,pool,1,4000,except,TAP BOTH EXCEPT VADA,VADA छोड़कर बाकी दोनों पर टैप करें,BREEZE,DAL,VADA,"1,2",mixed,,no,15
Q016793,pool,2,3200,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,RIGHT,LEFT,MIDDLE,3,position,slot_conflict,yes,14
Q016794,pool,4,2100,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,MIDDLE,RIGHT,LEFT,3,position,slot_conflict,yes,18
Q016795,pool,5,1700,hold,DON'T TAP IF YOU SEE BAISAKHI,अगर BAISAKHI दिखे तो टैप न करें,BAISAKHI,BALL,ORANGE,,mixed,no_go,no,26
Q016796,pool,4,2100,go,TAP 11,11 पर टैप करें,11,89,ELEVEN,1,mixed,digit_word,yes,15
Q016797,pool,5,1700,rule,TAP THE COLOUR,रंग पर टैप करें,CHRISTMAS,TRIANGLE,ORANGE,3,colour,,yes,21
Q016798,pool,4,2100,hold,DON'T TAP IF YOU SEE BANANA,अगर BANANA दिखे तो टैप न करें,HOLI,BANANA,PLATE,,mixed,no_go,no,23
Q016799,pool,3,2600,go,TAP CHUTNEY,CHUTNEY पर टैप करें,BLACK,PONGAL,CHUTNEY,3,mixed,,yes,13
Q016800,pool,1,4000,except,TAP BOTH EXCEPT SUNDAY,SUNDAY छोड़कर बाकी दोनों पर टैप करें,VADA,SUNDAY,CROSS,"1,3",mixed,,no,15
Q016801,pool,5,1700,rule,TAP THE CITY,शहर पर टैप करें,STATION,NAGPUR,PILLOW,2,city,,yes,21
Q016802,pool,4,2100,go,TAP RABBIT,RABBIT पर टैप करें,RABBIT,CHAIR,MYSURU,1,mixed,,yes,15
Q016803,pool,1,4000,rule,TAP THE SHAPE,आकृति पर टैप करें,DUSSEHRA,TRIANGLE,PILLOW,2,shape,,no,12
Q016804,pool,2,3200,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,MIDDLE,LEFT,RIGHT,3,position,,yes,14
Q016805,pool,1,4000,rule,TAP THE BIGGEST NUMBER,सबसे बड़ी संख्या पर टैप करें,12,32,26,2,biggest,,no,12
Q016806,pool,3,2600,except,TAP BOTH EXCEPT EYE,EYE छोड़कर बाकी दोनों पर टैप करें,EYE,RICKSHAW,ORANGE,"2,3",mixed,,no,20
Q016807,pool,4,2100,hold,DON'T TAP IF YOU SEE WINDOW,अगर WINDOW दिखे तो टैप न करें,STORM,SAREE,WINDOW,,mixed,no_go,no,23
Q016808,pool,1,4000,hold,DON'T TAP IF YOU SEE SQUARE,अगर SQUARE दिखे तो टैप न करें,SQUARE,HORSE,PICKLE,,mixed,no_go,no,15
Q016809,pool,4,2100,go,TAP 78,78 पर टैप करें,1,ONE,78,3,mixed,digit_word,yes,15
Q016810,pool,2,3200,except,TAP BOTH EXCEPT STONE,STONE छोड़कर बाकी दोनों पर टैप करें,PENCIL,STONE,GUAVA,"1,3",mixed,,no,17
Q016811,pool,1,4000,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,MIDDLE,LEFT,RIGHT,3,position,,yes,12
Q016812,pool,1,4000,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,MIDDLE,LEFT,RIGHT,3,position,,yes,12
Q016813,pool,4,2100,go,TAP STAR,STAR पर टैप करें,STAR,ORANGE,START,1,mixed,lookalike,yes,15
Q016814,pool,2,3200,rule,TAP THE FESTIVAL,त्योहार पर टैप करें,NAVRATRI,DRUM,TABLE,1,festival,,no,14
Q016815,pool,2,3200,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,MIDDLE,LEFT,RIGHT,2,position,slot_conflict,yes,14
Q016816,pool,5,1700,rule,TAP THE ANIMAL,जानवर पर टैप करें,BOAT,BLACK,CAMEL,3,animal,,yes,21
Q016817,pool,2,3200,except,TAP BOTH EXCEPT SQUIRREL,SQUIRREL छोड़कर बाकी दोनों पर टैप करें,INDORE,SQUIRREL,DHOTI,"1,3",mixed,,no,17
Q016818,pool,4,2100,except,TAP BOTH EXCEPT RICKSHAW,RICKSHAW छोड़कर बाकी दोनों पर टैप करें,ROTI,RICKSHAW,BEAT,"1,3",mixed,,no,23
Q016819,pool,2,3200,go,TAP SITAR,SITAR पर टैप करें,SITAR,BLUE,THUNDER,1,mixed,,no,12
Q016820,pool,3,2600,except,TAP BOTH EXCEPT JEEP,JEEP छोड़कर बाकी दोनों पर टैप करें,WHISTLE,SHAWL,JEEP,"1,2",mixed,,no,20
Q016821,pool,2,3200,go,TAP CIRCLE,CIRCLE पर टैप करें,GRAPES,TRAIN,CIRCLE,3,mixed,,no,12
Q016822,pool,5,1700,go,TAP GOLDEN,GOLDEN पर टैप करें,SAREE,GOLDEN,PINK,2,mixed,,yes,18
Q016823,pool,5,1700,go,TAP LAMP,LAMP पर टैप करें,LAMP,BOOK,TOOTH,1,mixed,,yes,18
Q016824,pool,5,1700,go,TAP RICKSHAW,RICKSHAW पर टैप करें,SOCKS,WHITE,RICKSHAW,3,mixed,,yes,18
Q016825,pool,4,2100,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,RIGHT,MIDDLE,LEFT,1,position,slot_conflict,yes,18
Q016826,pool,2,3200,hold,DON'T TAP IF YOU SEE SNAKE,अगर SNAKE दिखे तो टैप न करें,LAMP,CHAIR,DEER,"1,2,3",mixed,,no,17
Q016827,pool,4,2100,except,TAP BOTH EXCEPT GOLDEN,GOLDEN छोड़कर बाकी दोनों पर टैप करें,GOLDEN,FROST,MIRROR,"2,3",mixed,,no,23
Q016828,pool,2,3200,rule,TAP THE BIGGEST NUMBER,सबसे बड़ी संख्या पर टैप करें,27,67,46,2,biggest,,no,14
Q016829,pool,2,3200,except,TAP BOTH EXCEPT NOSE,NOSE छोड़कर बाकी दोनों पर टैप करें,PLATE,NOSE,MANGO,"1,3",mixed,,no,17
Q016830,pool,4,2100,hold,DON'T TAP IF YOU SEE LEMON,अगर LEMON दिखे तो टैप न करें,EYE,RAIN,LEMON,,mixed,no_go,no,23
Q016831,pool,5,1700,go,TAP CLOCK,CLOCK पर टैप करें,LOHRI,BLOCK,CLOCK,3,mixed,lookalike,yes,18
Q016832,pool,4,2100,hold,DON'T TAP IF YOU SEE UPMA,अगर UPMA दिखे तो टैप न करें,ONAM,FRIDAY,KURTA,"1,2,3",mixed,,no,23
Q016833,pool,1,4000,go,TAP STAR,STAR पर टैप करें,STONE,STAR,MAP,2,mixed,,no,10
Q016834,pool,5,1700,go,TAP HALWA,HALWA पर टैप करें,HALWA,SIXER,SPOON,1,mixed,,yes,18
Q016835,pool,3,2600,go,TAP THREE,THREE पर टैप करें,THREE,3,91,1,mixed,digit_word,yes,13
Q016836,pool,3,2600,hold,DON'T TAP IF YOU SEE BANANA,अगर BANANA दिखे तो टैप न करें,MOUNTAIN,HEART,GUAVA,"1,2,3",mixed,,no,20
Q016837,pool,3,2600,hold,DON'T TAP IF YOU SEE PURI,अगर PURI दिखे तो टैप न करें,PURI,CAMEL,INDORE,,mixed,no_go,no,20
Q016838,pool,4,2100,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,15,20,53,2,even,,yes,18
Q016839,pool,5,1700,rule,TAP THE BIGGEST NUMBER,सबसे बड़ी संख्या पर टैप करें,9,86,40,2,biggest,,yes,21
Q016840,pool,4,2100,hold,DON'T TAP IF YOU SEE SCHOOL,अगर SCHOOL दिखे तो टैप न करें,LUCKNOW,TAILOR,SCHOOL,,mixed,no_go,no,23
Q016841,pool,3,2600,go,TAP CROW,CROW पर टैप करें,SPOON,PURPLE,CROW,3,mixed,,yes,13
Q016842,pool,1,4000,except,TAP BOTH EXCEPT SAREE,SAREE छोड़कर बाकी दोनों पर टैप करें,CHUTNEY,POTTER,SAREE,"1,2",mixed,,no,15
Q016843,pool,1,4000,except,TAP BOTH EXCEPT DAL,DAL छोड़कर बाकी दोनों पर टैप करें,AUTO,SAND,DAL,"1,2",mixed,,no,15
Q016844,pool,1,4000,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,62,15,61,2,smallest,,no,12
Q016845,pool,2,3200,go,TAP DHOL,DHOL पर टैप करें,DHOL,PINK,BANANA,1,mixed,,no,12
Q016846,pool,3,2600,hold,DON'T TAP IF YOU SEE FOOT,अगर FOOT दिखे तो टैप न करें,FINGER,FOOT,LION,,mixed,no_go,no,20
Q016847,pool,2,3200,go,TAP CAT,CAT पर टैप करें,APPLE,SLATE,CAT,3,mixed,,no,12
Q016848,pool,2,3200,rule,TAP THE SHAPE,आकृति पर टैप करें,SCOOTER,LUCKNOW,HEART,3,shape,,no,14
Q016849,pool,5,1700,except,TAP BOTH EXCEPT BIRYANI,BIRYANI छोड़कर बाकी दोनों पर टैप करें,TODAY,KOCHI,BIRYANI,"1,2",mixed,,no,26
Q016850,pool,4,2100,go,TAP BAG,BAG पर टैप करें,BAG,LEHENGA,BAT,1,mixed,lookalike,yes,15
Q016851,pool,3,2600,go,TAP OVAL,OVAL पर टैप करें,OVAL,PINK,STATION,1,mixed,,yes,13
Q016852,pool,1,4000,go,TAP ELEPHANT,ELEPHANT पर टैप करें,CATCH,ELEPHANT,WHISTLE,2,mixed,,no,10
Q016853,pool,5,1700,rule,TAP THE FESTIVAL,त्योहार पर टैप करें,LUCKNOW,HOLI,RULER,2,festival,,yes,21
Q016854,pool,2,3200,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,LEFT,MIDDLE,RIGHT,2,position,,yes,14
Q016855,pool,3,2600,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,RIGHT,MIDDLE,LEFT,3,position,slot_conflict,yes,16
Q016856,pool,2,3200,go,TAP LAMP,LAMP पर टैप करें,SQUIRREL,LAMP,FROST,2,mixed,,no,12
Q016857,pool,5,1700,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,MIDDLE,RIGHT,LEFT,1,position,slot_conflict,yes,21
Q016858,pool,4,2100,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,RIGHT,LEFT,MIDDLE,1,position,slot_conflict,yes,18
Q016859,pool,3,2600,go,TAP 37,37 पर टैप करें,9,37,NINE,2,mixed,digit_word,yes,13
Q016860,pool,5,1700,go,TAP SAMOSA,SAMOSA पर टैप करें,BUCKET,SAMOSA,PITCH,2,mixed,,yes,18
Q016861,pool,3,2600,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,LEFT,RIGHT,MIDDLE,3,position,slot_conflict,yes,16
Q016862,pool,2,3200,go,TAP STAR,STAR पर टैप करें,DHOL,STAR,BLUE,2,mixed,,no,12
Q016863,pool,1,4000,go,TAP RIVER,RIVER पर टैप करें,CHAPATI,LADDU,RIVER,3,mixed,,no,10
Q016864,pool,5,1700,hold,DON'T TAP IF YOU SEE FLOWER,अगर FLOWER दिखे तो टैप न करें,HAIL,STAR,ELBOW,"1,2,3",mixed,,no,26
Q016865,pool,4,2100,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,21,74,1,2,even,,yes,18
Q016866,pool,1,4000,go,TAP CLOUDY,CLOUDY पर टैप करें,CLOUDY,WHITE,HAIL,1,mixed,,no,10
Q016867,pool,4,2100,go,TAP DUSSEHRA,DUSSEHRA पर टैप करें,HAIL,SCHOOL,DUSSEHRA,3,mixed,,yes,15
Q016868,pool,3,2600,rule,TAP THE ANIMAL,जानवर पर टैप करें,SQUIRREL,NOON,PITCH,1,animal,,no,16
Q016869,pool,5,1700,rule,TAP THE ODD NUMBER,विषम संख्या पर टैप करें,82,76,71,3,odd,,yes,21
Q016870,pool,4,2100,except,TAP BOTH EXCEPT CLOUD,CLOUD छोड़कर बाकी दोनों पर टैप करें,MYSURU,PONGAL,CLOUD,"1,2",mixed,,no,23
Q016871,pool,5,1700,rule,TAP THE COLOUR,रंग पर टैप करें,MANGO,PINK,DIAMOND,2,colour,,yes,21
Q016872,pool,5,1700,hold,DON'T TAP IF YOU SEE WINDOW,अगर WINDOW दिखे तो टैप न करें,WINDOW,CHENNAI,PAPAYA,,mixed,no_go,no,26
Q016873,pool,5,1700,rule,TAP THE BIGGEST NUMBER,सबसे बड़ी संख्या पर टैप करें,25,41,83,3,biggest,,yes,21
Q016874,pool,5,1700,rule,TAP THE SHAPE,आकृति पर टैप करें,SQUARE,WHISTLE,LUCKNOW,1,shape,,yes,21
Q016875,pool,4,2100,go,TAP PEACOCK,PEACOCK पर टैप करें,CROSS,PEACOCK,SQUIRREL,2,mixed,,yes,15
Q016876,pool,1,4000,go,TAP 2,2 पर टैप करें,2,65,71,1,mixed,,no,10
Q016877,pool,4,2100,go,TAP LEAP,LEAP पर टैप करें,LEAF,LEAP,METRO,2,mixed,lookalike,yes,15
Q016878,pool,2,3200,rule,TAP THE EVEN NUMBER,सम संख्या पर टैप करें,3,55,66,3,even,,no,14
Q016879,pool,5,1700,except,TAP BOTH EXCEPT CIRCLE,CIRCLE छोड़कर बाकी दोनों पर टैप करें,PONGAL,BLACK,CIRCLE,"1,2",mixed,,no,26
Q016880,pool,3,2600,go,TAP LEMON,LEMON पर टैप करें,NAVRATRI,LEMON,KNEE,2,mixed,,yes,13
Q016881,pool,1,4000,go,TAP HORSE,HORSE पर टैप करें,HORSE,BELL,FIELD,1,mixed,,no,10
Q016882,pool,3,2600,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,MIDDLE,LEFT,RIGHT,3,position,,yes,16
Q016883,pool,4,2100,except,TAP BOTH EXCEPT LION,LION छोड़कर बाकी दोनों पर टैप करें,GARDEN,CUBE,LION,"1,2",mixed,,no,23
Q016884,pool,1,4000,hold,DON'T TAP IF YOU SEE TOMORROW,अगर TOMORROW दिखे तो टैप न करें,BLACK,TOMORROW,HAIR,,mixed,no_go,no,15
Q016885,pool,1,4000,go,TAP 37,37 पर टैप करें,37,28,66,1,mixed,,no,10
Q016886,pool,4,2100,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,MIDDLE,LEFT,RIGHT,2,position,slot_conflict,yes,18
Q016887,pool,4,2100,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,80,86,78,3,smallest,,yes,18
Q016888,pool,5,1700,rule,TAP THE SHAPE,आकृति पर टैप करें,DOCTOR,FLUTE,OVAL,3,shape,,yes,21
Q016889,pool,5,1700,except,TAP BOTH EXCEPT BAISAKHI,BAISAKHI छोड़कर बाकी दोनों पर टैप करें,BAISAKHI,TOOTH,TRAIN,"2,3",mixed,,no,26
Q016890,pool,1,4000,rule,TAP THE FESTIVAL,त्योहार पर टैप करें,FOG,NAVRATRI,COCONUT,2,festival,,no,12
Q016891,pool,3,2600,go,TAP BAT,BAT पर टैप करें,RISE,BAT,RICE,2,mixed,lookalike,yes,13
Q016892,pool,5,1700,go,TAP CROW,CROW पर टैप करें,JAIPUR,GRAPES,CROW,3,mixed,,yes,18
Q016893,pool,2,3200,except,TAP BOTH EXCEPT STONE,STONE छोड़कर बाकी दोनों पर टैप करें,SUNDAY,STONE,CHALK,"1,3",mixed,,no,17
Q016894,pool,5,1700,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,MIDDLE,LEFT,RIGHT,3,position,,yes,21
Q016895,pool,5,1700,except,TAP BOTH EXCEPT MOUNTAIN,MOUNTAIN छोड़कर बाकी दोनों पर टैप करें,CHUTNEY,DAL,MOUNTAIN,"1,2",mixed,,no,26
Q016896,pool,4,2100,except,TAP BOTH EXCEPT BROWN,BROWN छोड़कर बाकी दोनों पर टैप करें,ROTI,CLOCK,BROWN,"1,2",mixed,,no,23
Q016897,pool,5,1700,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,RIGHT,MIDDLE,LEFT,3,position,slot_conflict,yes,21
Q016898,pool,2,3200,except,TAP BOTH EXCEPT PURI,PURI छोड़कर बाकी दोनों पर टैप करें,PURI,SUN,BLUE,"2,3",mixed,,no,17
Q016899,pool,2,3200,rule,TAP THE ANIMAL,जानवर पर टैप करें,CHENNAI,FISH,HEART,2,animal,,no,14
Q016900,pool,5,1700,except,TAP BOTH EXCEPT RICE,RICE छोड़कर बाकी दोनों पर टैप करें,BLUE,RICE,FOG,"1,3",mixed,,no,26
Q016901,pool,1,4000,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,MIDDLE,RIGHT,LEFT,1,position,slot_conflict,yes,12
Q016902,pool,3,2600,position,TAP THE WORD RIGHT,जिस पर लिखा है RIGHT उस पर टैप करें,RIGHT,MIDDLE,LEFT,1,position,slot_conflict,yes,16
Q016903,pool,3,2600,go,TAP SHIRT,SHIRT पर टैप करें,SHIRT,RICE,TAILOR,1,mixed,,yes,13
Q016904,pool,3,2600,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,52,92,53,1,smallest,,no,16
Q016905,pool,5,1700,rule,TAP THE FRUIT,फल पर टैप करें,HEART,WEAVER,PAPAYA,3,fruit,,yes,21
Q016906,pool,3,2600,except,TAP BOTH EXCEPT HELMET,HELMET छोड़कर बाकी दोनों पर टैप करें,FOOT,IDLI,HELMET,"1,2",mixed,,no,20
Q016907,pool,2,3200,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,LEFT,MIDDLE,RIGHT,2,position,,yes,14
Q016908,pool,4,2100,except,TAP BOTH EXCEPT FINGER,FINGER छोड़कर बाकी दोनों पर टैप करें,FARMER,HEART,FINGER,"1,2",mixed,,no,23
Q016909,pool,1,4000,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,32,62,59,1,smallest,,no,12
Q016910,pool,4,2100,except,TAP BOTH EXCEPT IDLI,IDLI छोड़कर बाकी दोनों पर टैप करें,KNEE,GUAVA,IDLI,"1,2",mixed,,no,23
Q016911,pool,4,2100,go,TAP MUMBAI,MUMBAI पर टैप करें,THUNDER,CAT,MUMBAI,3,mixed,,yes,15
Q016912,pool,5,1700,go,TAP SURAT,SURAT पर टैप करें,SURAT,SUN,PAPAYA,1,mixed,,yes,18
Q016913,pool,3,2600,go,TAP BAG,BAG पर टैप करें,BAT,BAG,PATNA,2,mixed,lookalike,yes,13
Q016914,pool,5,1700,go,TAP SAMOSA,SAMOSA पर टैप करें,SAMOSA,NIGHT,GREEN,1,mixed,,yes,18
Q016915,pool,4,2100,hold,DON'T TAP IF YOU SEE LYCHEE,अगर LYCHEE दिखे तो टैप न करें,SHOP,YELLOW,LYCHEE,,mixed,no_go,no,23
Q016916,pool,5,1700,go,TAP ROTI,ROTI पर टैप करें,ROTA,DHOL,ROTI,3,mixed,lookalike,yes,18
Q016917,pool,3,2600,go,TAP CAT,CAT पर टैप करें,PONGAL,CAP,CAT,3,mixed,lookalike,yes,13
Q016918,pool,1,4000,hold,DON'T TAP IF YOU SEE BROWN,अगर BROWN दिखे तो टैप न करें,RIVER,DOOR,PITCH,"1,2,3",mixed,,no,15
Q016919,pool,2,3200,position,TAP THE WORD MIDDLE,जिस पर लिखा है MIDDLE उस पर टैप करें,RIGHT,MIDDLE,LEFT,2,position,,yes,14
Q016920,pool,1,4000,position,TAP THE WORD LEFT,जिस पर लिखा है LEFT उस पर टैप करें,MIDDLE,LEFT,RIGHT,2,position,slot_conflict,yes,12
Q016921,pool,2,3200,go,TAP STUMPS,STUMPS पर टैप करें,STUMPS,LEAF,GOAT,1,mixed,,no,12
Q016922,pool,4,2100,rule,TAP THE VEHICLE,वाहन पर टैप करें,BOAT,ARROW,DHOL,1,vehicle,,yes,18
Q016923,pool,2,3200,rule,TAP THE COLOUR,रंग पर टैप करें,GREY,KOCHI,HEART,1,colour,,no,14
Q016924,pool,3,2600,go,TAP PLATE,PLATE पर टैप करें,KOCHI,PLATE,COW,2,mixed,,yes,13
Q016925,pool,3,2600,go,TAP CAP,CAP पर टैप करें,CAP,CAT,TURBAN,1,mixed,lookalike,yes,13
Q016926,pool,3,2600,except,TAP BOTH EXCEPT BRIDGE,BRIDGE छोड़कर बाकी दोनों पर टैप करें,TABLE,BRIDGE,WINDOW,"1,3",mixed,,no,20
Q016927,pool,2,3200,go,TAP SAND,SAND पर टैप करें,SHIRT,GRAPES,SAND,3,mixed,,no,12
Q016928,pool,3,2600,rule,TAP THE VEHICLE,वाहन पर टैप करें,METRO,TAILOR,LADDU,1,vehicle,,no,16
Q016929,pool,2,3200,hold,DON'T TAP IF YOU SEE SURAT,अगर SURAT दिखे तो टैप न करें,MIRROR,TURBAN,WINDOW,"1,2,3",mixed,,no,17
Q016930,pool,5,1700,rule,TAP THE SMALLEST NUMBER,सबसे छोटी संख्या पर टैप करें,7,6,52,2,smallest,,yes,21
Q016931,pool,3,2600,go,TAP 26,26 पर टैप करें,11,26,ELEVEN,2,mixed,digit_word,yes,13
